"id","tb_pts_contact_id","tb_type_qualificatif_id","permanence","num_tel_local","num_accueil","num_noir","email","website","horaire_accueil","horaire_tel_local"
483,405,1,0,"03 21 79 05 18",,,"infoenergie62@hdno.fr",,"Sur rendez-vous","Lundi : 14h17h  Mardi au Jeudi  9h-12h30 et 13h30-17h00 et vendredi 9h-12h30  et 13h30-16h0"
484,267,2,0,"03 62 53 25 14",,,"contact@adilnord.fr","www.adilnord.fr","Sur rendez-vous","lundi au jeudi : 8h30-12h30 et 13h30-17h00 Vendredi : 8h30-12h30 et 13h30-16h"
485,406,2,0,"02 98 98 01 20",,,"service.foncier-habitat@quimper.fr","www.quimper-communaute.fr","Lundi au Vendredi 8h30-17h30","Lundi au Vendredi 8h30-17h30"
486,407,1,0,"01 60 73 44 00",,,"energie@cc2f.fr","http://www.cc2f.fr/un-territoire-durable/","Lundi au Vendredi de 9h30 à 12h30 et de 14h à 17h","Lundi au Vendredi de 9h30 à 12h30 et de 14h à 17h"
487,408,3,1,"08 00 10 06 01",,,"eih@agglo-lorient.fr","http://eih.lorient-agglo.fr/","Lundi, Mercredi, Vendredi 9h-12h, 14h-17h15 Mardi, Jeudi 9h-12h","Lundi, Mercredi, Vendredi 9h-12h, 14h-17h15 Mardi, Jeudi 9h-12h"
488,408,2,1,"08 00 10 06 01",,,"eih@agglo-lorient.fr","http://eih.lorient-agglo.fr/","Lundi, Mercredi, Vendredi 9h-12h, 14h-17h15 Mardi, Jeudi 9h-12h","Lundi, Mercredi, Vendredi 9h-12h, 14h-17h15 Mardi, Jeudi 9h-12h"
489,408,1,1,"08 00 10 06 01",,,"eih@agglo-lorient.fr","http://eih.lorient-agglo.fr/","Lundi, Mercredi, Vendredi 9h-12h, 14h-17h15 Mardi, Jeudi 9h-12h","Lundi, Mercredi, Vendredi 9h-12h, 14h-17h15 Mardi, Jeudi 9h-12h"
490,409,3,1,"02 97 60 42 55",,,"contact@operation-renovee.fr","http://www.operation-renovee.fr/","Tous les jours 8h30-12h30, 14h-18h","Tous les jours 8h30-12h30, 14h-18h"
491,409,1,1,"02 97 60 42 55",,,"contact@operation-renovee.fr","http://www.operation-renovee.fr/","Tous les jours 8h30-12h30, 14h-18h","Tous les jours 8h30-12h30, 14h-18h"
492,409,2,1,"02 97 60 42 55",,,"contact@operation-renovee.fr","http://www.operation-renovee.fr/","Tous les jours 8h30-12h30, 14h-18h","Tous les jours 8h30-12h30, 14h-18h"
493,410,3,1,"02 98 33 20 09",,,"tinergie@energence.net","tinergie-brest.fr","Lundi au Vendredi 13h30-17h30","Lundi au Vendredi 9h00-17h30"
494,410,1,1,"02 98 33 20 09",,,"tinergie@energence.net","tinergie-brest.fr","Lundi au Vendredi 13h30-17h30","Lundi au Vendredi 9h00-17h30"
495,410,2,1,"02 98 33 20 09",,,"tinergie@energence.net","tinergie-brest.fr","Lundi au Vendredi 13h30-17h30","Lundi au Vendredi 9h00-17h30"
496,123,1,1,"03 81 61 92 41",,,"adil25@orange.fr","www.adil25.org","Le lundi de 9h à 12h et 14h-18h / Du mardi au vendredi de 8h30-12h30 et 14h-18h","Du lundi au jeudi de 9h à 12h / 14h à 17h  Vendredi de 12h à 17h "
497,411,2,1,800003625,,,"environnement_sante@ville-limoges.fr","http://habitat-energie.ville-limoges.fr","Lundi au vendredi de 8h30 à 12h30 et de 13h30 à 17h00","Lundi au vendredi de 8h30 à 12h30 et de 13h30 à 17h00"
498,412,1,1,"03 88 58 01 55","03 88 58 01 55",,"info.energie@cc-selestat.fr","http://www.cc-selestat.fr/","Du lundi au vendredi 8h30 à 12h30 et de 13h30 à 17h30","Du lundi au vendredi de 8h30 à 12h30 et de 13h30 à 17h30"
499,233,3,1,"03 54 50 20 40",,,"mhdd@grand-nancy.org","www.grand-nancy.org/mhdd","Du lundi au jeudi de 9h à 12h et de 13h à 18h. Le vendredi de 9h à 12h et de 13h à 17h","Du lundi au jeudi de 9h à 12h et de 13h à 18h. Le vendredi de 9h à 12h et de 13h à 17h"
500,413,3,1,"03 83 49 81 19",,,"habitat@bassinpompey.fr","http://www.bassinpompey.fr","Du lundi au vendredi de 9h à 12h30 et de 14h à 18h","Du lundi au vendredi de 9h à 12h30 et de 14h à 18h"
501,413,2,1,"03 83 49 81 19",,,"habitat@bassinpompey.fr","http://www.bassinpompey.fr","Du lundi au vendredi de 9h à 12h30 et de 14h à 18h","Du lundi au vendredi de 9h à 12h30 et de 14h à 18h"
502,413,1,1,"03 83 49 81 19",,,"habitat@bassinpompey.fr","http://www.bassinpompey.fr","Du lundi au vendredi de 9h à 12h30 et de 14h à 18h","Du lundi au vendredi de 9h à 12h30 et de 14h à 18h"
503,390,2,0,"04 75 26 22 53",,,"infoenergie@ceder-provence.org","www.ceder-provence.org","lundi, jeudi et vendredi 9h-12h00 et 14h00-17h00mardi 14h-17hpas de permanence le mercredi","Lundi, Jeudi, Vendredi, de 9h à 12h et de 14h à 17h (Mardi, Mercredi de 14h à 17h)"
